cnpj;optante_simples;optante_simei
45403626000187;SIM;SIM
45424743000127;NÃO INFORMADO;NÃO INFORMADO
45426588000188;SIM;NÃO
45453118000103;SIM;SIM
45453214000151;NÃO;NÃO
45475483000119;SIM;SIM
45526920000186;SIM;NÃO
45537135000129;SIM;SIM
45543915040485;NÃO;NÃO
45570020000136;SIM;SIM
45587437000101;SIM;NÃO
45605553000106;SIM;SIM
45623198000106;SIM;NÃO
45630666000161;SIM;SIM
45649375000115;SIM;SIM
45665169000107;SIM;SIM
45669339000113;SIM;SIM
45676547000140;SIM;SIM
45734586000156;NÃO INFORMADO;NÃO INFORMADO
45783556000130;SIM;NÃO
45829802000147;SIM;SIM
45843139000135;SIM;SIM
45862662000109;SIM;NÃO
45891377000116;SIM;SIM
45934274000196;SIM;SIM
45962942000199;SIM;SIM
45980055000143;SIM;NÃO
46022436000182;SIM;SIM
46055322000139;SIM;NÃO
46055382000151;SIM;SIM
46063117000115;SIM;NÃO
46068895000105;SIM;SIM
46078103000175;SIM;SIM
46129431000153;SIM;SIM
46140788000132;SIM;SIM
46144871000180;SIM;SIM
46160633000168;SIM;SIM
46161512000130;SIM;SIM
46171240000150;SIM;SIM
46182265000159;SIM;SIM
46189857000100;NÃO INFORMADO;NÃO INFORMADO
46225799000115;SIM;SIM
46261630000110;SIM;SIM
46303659000118;SIM;SIM
46319955000107;SIM;SIM
46324995000147;SIM;SIM
46327690000199;SIM;SIM
46334693000150;SIM;SIM
46371660000180;SIM;SIM
46451424000173;SIM;SIM
46476922000170;SIM;SIM
46504294000190;SIM;SIM
46511282000192;SIM;SIM
46560807000180;SIM;SIM
46574238000121;SIM;NÃO
46598978000106;SIM;SIM
46614536000106;SIM;SIM
46676259000158;SIM;SIM
46685291000108;SIM;SIM
46729085000144;SIM;SIM
46740563000117;SIM;NÃO
46800170000151;SIM;SIM
46810052000124;SIM;SIM
46861164000104;NÃO INFORMADO;NÃO INFORMADO
46870339000140;SIM;SIM
46874610000115;SIM;SIM
46886298000180;SIM;NÃO
46888415000144;SIM;NÃO
46911405000182;SIM;SIM
46938224000140;SIM;SIM
46947038000177;NÃO INFORMADO;NÃO INFORMADO
46951818000190;SIM;SIM
46957119000158;SIM;NÃO
46963102000103;SIM;NÃO
46983998000192;SIM;SIM
47008405000130;SIM;SIM
47036077000185;SIM;NÃO
47038101000115;SIM;NÃO
47040087000194;SIM;SIM
47138618000186;SIM;SIM
47199680000188;SIM;NÃO
47207508000129;SIM;SIM
47217745000170;SIM;SIM
47237138000172;SIM;SIM
47247527000189;SIM;SIM
47268742000166;SIM;NÃO
47283871000123;SIM;SIM
47295919000113;SIM;SIM
47317097000124;SIM;SIM
47323330000181;SIM;SIM
47326325000122;SIM;SIM
47341436000108;NÃO INFORMADO;NÃO INFORMADO
47370815000126;SIM;SIM
47432916000184;SIM;NÃO
47466813000135;SIM;SIM
47468009000195;SIM;SIM
47510583000164;NÃO INFORMADO;NÃO INFORMADO
47524832000170;SIM;SIM
47564563000176;SIM;SIM
47573114000194;NÃO INFORMADO;NÃO INFORMADO
47603483000182;SIM;SIM
47616375000144;SIM;SIM
47617114000149;SIM;SIM
47651140000193;SIM;SIM
47662059000109;SIM;SIM
47667021000129;SIM;SIM
47687927000105;SIM;SIM
47692708000114;SIM;SIM
47731181000190;SIM;SIM
47736804000117;SIM;SIM
47741216000171;SIM;SIM
47743439000178;SIM;SIM
47795829000191;NÃO INFORMADO;NÃO INFORMADO
47795882000192;SIM;SIM
47889956000150;SIM;SIM
47953978000131;NÃO INFORMADO;NÃO INFORMADO
47976155000121;NÃO INFORMADO;NÃO INFORMADO
48014944000144;NÃO INFORMADO;NÃO INFORMADO
48017184000129;NÃO INFORMADO;NÃO INFORMADO
48032303000112;NÃO INFORMADO;NÃO INFORMADO
48055061000182;NÃO INFORMADO;NÃO INFORMADO
48065089000109;NÃO INFORMADO;NÃO INFORMADO
48094386000174;NÃO INFORMADO;NÃO INFORMADO
48101600000172;NÃO INFORMADO;NÃO INFORMADO
48111955000142;NÃO INFORMADO;NÃO INFORMADO
48116220000101;NÃO INFORMADO;NÃO INFORMADO
48159109000100;NÃO INFORMADO;NÃO INFORMADO
48177998000120;NÃO INFORMADO;NÃO INFORMADO
48182050000163;NÃO INFORMADO;NÃO INFORMADO
48191673000100;NÃO INFORMADO;NÃO INFORMADO
48193653000160;NÃO INFORMADO;NÃO INFORMADO
48207770000136;NÃO INFORMADO;NÃO INFORMADO
48211126000131;NÃO INFORMADO;NÃO INFORMADO
48289058000123;NÃO INFORMADO;NÃO INFORMADO
48292779000192;NÃO INFORMADO;NÃO INFORMADO
48292949000139;NÃO INFORMADO;NÃO INFORMADO
48295033000132;NÃO INFORMADO;NÃO INFORMADO
48313064000179;NÃO INFORMADO;NÃO INFORMADO
48337250000148;NÃO INFORMADO;NÃO INFORMADO
48347896000106;NÃO INFORMADO;NÃO INFORMADO
48367873000163;NÃO INFORMADO;NÃO INFORMADO
48373642000162;NÃO INFORMADO;NÃO INFORMADO
49213747012638;NÃO;NÃO
49669856000143;NÃO;NÃO
49769920000168;NÃO;NÃO
51218147000193;NÃO;NÃO
51642270000137;NÃO;NÃO
52061207006615;NÃO;NÃO
54855135000168;SIM;NÃO
55062780004930;NÃO;NÃO
56782386000195;SIM;NÃO
59717553000102;NÃO;NÃO
60398369000479;NÃO;NÃO
60651809000105;NÃO;NÃO
60770336000165;NÃO;NÃO
61022042000118;NÃO;NÃO
61186680000174;NÃO;NÃO
61409892000173;NÃO;NÃO
61584140000149;NÃO;NÃO
62299664000150;NÃO;NÃO
62755004000137;NÃO;NÃO
65518672000139;SIM;NÃO
68644665000171;NÃO;NÃO
71476527000135;NÃO;NÃO
72049893000170;NÃO;NÃO
73461311000121;SIM;NÃO
75315333000109;NÃO;NÃO
75358945000189;NÃO;NÃO
79445367000179;SIM;NÃO
80169337000166;NÃO;NÃO
80196546000107;NÃO;NÃO
82640558000104;NÃO;NÃO
85786705000139;NÃO;NÃO
87816351000153;NÃO;NÃO
89837066000225;NÃO;NÃO
91669747000192;NÃO;NÃO
91990606000177;NÃO;NÃO
92278233000179;SIM;NÃO
92664937000180;NÃO;NÃO
92665611000177;NÃO;NÃO
93533578000780;NÃO;NÃO
94174190000107;SIM;NÃO
96295654000592;NÃO INFORMADO;NÃO INFORMADO
96480132000137;NÃO;NÃO
97526552000170;NÃO;NÃO
97541738000106;NÃO;NÃO
00000000035300;NÃO;NÃO
00021055000269;NÃO INFORMADO;NÃO INFORMADO
00021803000203;NÃO;NÃO
00070698000111;NÃO;NÃO
00116845000147;NÃO;NÃO
00511505000110;NÃO;NÃO
00573373000151;SIM;NÃO
00622309000113;NÃO;NÃO
00622416000141;NÃO;NÃO
00687544000505;NÃO INFORMADO;NÃO INFORMADO
00774872000107;NÃO;NÃO
00945803000119;SIM;NÃO
00984317000100;SIM;SIM
01003694000183;NÃO;NÃO
01027058000191;NÃO;NÃO
01064094000206;NÃO;NÃO
01091999000194;SIM;NÃO
01165426000249;SIM;NÃO
01264859000170;SIM;NÃO
01374745000183;SIM;NÃO
01393994000116;NÃO;NÃO
01409043000279;NÃO INFORMADO;NÃO INFORMADO
01512926000129;NÃO;NÃO
01548981000179;NÃO;NÃO
01581510000162;NÃO;NÃO
01716129000163;NÃO;NÃO
01867792000320;NÃO;NÃO
01923472000189;NÃO;NÃO
01924876000197;NÃO;NÃO
01933064000108;NÃO;NÃO
02162616000194;NÃO;NÃO
02193750000152;NÃO;NÃO
02220190000188;SIM;NÃO
02234584000195;NÃO;NÃO
02343608000144;NÃO;NÃO
02435159000164;SIM;NÃO
02462250000179;NÃO;NÃO
02471963000107;SIM;NÃO
02565439000197;NÃO;NÃO
02794356000170;NÃO;NÃO
02845496000120;SIM;SIM
02860694000162;NÃO;NÃO
03093981000157;SIM;NÃO
03159879000107;NÃO;NÃO
03186534000142;NÃO;NÃO
03228378000135;NÃO;NÃO
03244471000133;NÃO;NÃO
03329957000174;SIM;NÃO
03384517000110;SIM;NÃO
03512292000130;NÃO;NÃO
03703773000122;NÃO;NÃO
03710817000222;NÃO;NÃO
03893350001275;NÃO INFORMADO;NÃO INFORMADO
03925669000182;NÃO;NÃO
03983431000103;NÃO;NÃO
04136938000275;NÃO INFORMADO;NÃO INFORMADO
04246204000168;NÃO;NÃO
04337607000112;NÃO;NÃO
04557338000108;NÃO;NÃO
04620479000110;NÃO;NÃO
04633789000179;SIM;NÃO
04659543000176;NÃO;NÃO
04692120000158;SIM;NÃO
04827322000160;NÃO;NÃO
04849526000100;NÃO;NÃO
04853601000106;NÃO;NÃO
04895728000180;NÃO;NÃO
04922101000170;NÃO;NÃO
04943782000153;SIM;NÃO
05008647000183;SIM;NÃO
05021030000106;NÃO;NÃO
05039977000217;NÃO;NÃO
05074056000104;SIM;NÃO
05075012000107;NÃO;NÃO
05233326000182;NÃO;NÃO
05340380000127;NÃO;NÃO
05386026000133;NÃO;NÃO
05422615000120;NÃO;NÃO
05489410001990;NÃO;NÃO
05511966000107;SIM;NÃO
05562939000325;NÃO;NÃO
05574910000282;NÃO;NÃO
05685711000160;NÃO;NÃO
05727788000156;SIM;NÃO
05799312000120;NÃO;NÃO
05925830000143;SIM;NÃO
06150090000183;NÃO;NÃO
06183687000124;SIM;NÃO
06351578000179;SIM;NÃO
06353786000107;NÃO;NÃO
06895257000305;NÃO INFORMADO;NÃO INFORMADO
06911965000112;SIM;NÃO
07049373000104;NÃO;NÃO
07191731000100;NÃO;NÃO
07415333000120;NÃO;NÃO
07526557000100;NÃO;NÃO
07542373000133;NÃO;NÃO
07576502000104;SIM;NÃO
07649307000167;NÃO;NÃO
07764776000127;NÃO;NÃO
07784953000137;SIM;NÃO
07801839000178;NÃO;NÃO
07882930000165;NÃO;NÃO
07888279000130;SIM;NÃO
07980817000112;SIM;NÃO
07999472000149;NÃO;NÃO
08047505000385;NÃO;NÃO
08062676000111;NÃO;NÃO
08153765000173;NÃO;NÃO
08158224000138;NÃO;NÃO
08217781000182;SIM;NÃO
08262838000165;NÃO;NÃO
08272476000193;SIM;NÃO
08292909000253;NÃO;NÃO
08332785004280;NÃO;NÃO
08373159000163;NÃO;NÃO
08375640000198;NÃO;NÃO
08476119000147;NÃO;NÃO
08495471000120;SIM;NÃO
08498927000296;NÃO;NÃO
08502613000139;NÃO;NÃO
08527342000176;NÃO;NÃO
08561046000191;NÃO;NÃO
08591625000349;NÃO;NÃO
08616659000189;NÃO;NÃO
08716285000173;SIM;NÃO
08741600000112;SIM;NÃO
08772578000178;NÃO;NÃO
08776010000125;NÃO;NÃO
08840914000172;SIM;NÃO
08847372000160;SIM;NÃO
08847797000179;NÃO;NÃO
09097124000101;SIM;NÃO
09146860000102;NÃO;NÃO
09179432000186;SIM;NÃO
09220921000487;NÃO;NÃO
09235509000198;SIM;NÃO
09243792000108;NÃO;NÃO
09356027000510;NÃO INFORMADO;NÃO INFORMADO
09425047000171;NÃO;NÃO
09507850000155;NÃO;NÃO
09596603000172;NÃO;NÃO
09626890000116;SIM;NÃO
09631882000168;NÃO;NÃO
09635175000140;SIM;NÃO
09646385000133;NÃO;NÃO
09657251000118;NÃO;NÃO
10080125000203;NÃO;NÃO
10082410000182;NÃO;NÃO
10247527000179;SIM;NÃO
10289136000117;NÃO;NÃO
10327303000177;NÃO;NÃO
10351812000135;SIM;NÃO
10546105000102;NÃO;NÃO
10614820000127;NÃO;NÃO
10698955000118;SIM;NÃO
10732146000185;SIM;NÃO
10810961000115;SIM;NÃO
10833420000102;SIM;NÃO
10838942000105;NÃO;NÃO
10851805000100;NÃO;NÃO
10853047000151;NÃO;NÃO
11042067000105;SIM;NÃO
11071264000152;SIM;NÃO
11091418000259;NÃO;NÃO
11107424000176;NÃO;NÃO
11175226000573;NÃO;NÃO
11200988000159;SIM;NÃO
11292079000198;SIM;NÃO
11374649000199;SIM;SIM
11379987000113;SIM;NÃO
11398910000190;SIM;SIM
11435304000106;NÃO;NÃO
11437603000171;SIM;NÃO
11601872000121;NÃO;NÃO
11631953000174;SIM;SIM
11634371000141;SIM;NÃO
11674715000146;SIM;NÃO
11694865000111;NÃO;NÃO
11725176000127;NÃO;NÃO
11759047000150;SIM;NÃO
11819962000193;SIM;NÃO
11970325000113;SIM;NÃO
12056060000105;NÃO;NÃO
12074575000138;SIM;NÃO
12091423000143;NÃO;NÃO
12196257000140;SIM;NÃO
12460773000130;SIM;SIM
12576366000192;SIM;NÃO
12600625000173;SIM;NÃO
12660752000168;SIM;SIM
12695343000105;SIM;SIM
12698021000101;SIM;SIM
12788260000152;SIM;SIM
12796254000147;SIM;SIM
12905033000160;NÃO;NÃO
12971838000101;SIM;NÃO
13052795000123;SIM;SIM
13150549000104;SIM;SIM
13243766000149;NÃO;NÃO
13256700000193;SIM;NÃO
13269819000109;SIM;NÃO
13433564000160;SIM;NÃO
13456862000175;SIM;SIM
13558592000103;NÃO;NÃO
13666599000149;NÃO;NÃO
13788120000147;NÃO;NÃO
13862494000165;SIM;NÃO
13891560000125;NÃO;NÃO
13915587000100;SIM;SIM
14054226000180;SIM;SIM
14067935000108;NÃO;NÃO
14089128000188;SIM;SIM
14129969000171;NÃO;NÃO
14172467000123;SIM;NÃO
14192913000161;NÃO;NÃO
14214452000180;SIM;SIM
14278122000159;NÃO;NÃO
14320433000139;SIM;NÃO
14321585000156;SIM;SIM
14328217000130;SIM;SIM
14467606000146;NÃO;NÃO
14540738000156;NÃO;NÃO
14738059000196;SIM;SIM
14797712000198;NÃO;NÃO
14819374000148;SIM;NÃO
14968471000100;SIM;NÃO
14997510000190;SIM;SIM
15089836000262;NÃO INFORMADO;NÃO INFORMADO
15098556000130;NÃO;NÃO
15105258000120;SIM;SIM
15148242000102;NÃO;NÃO
15174539000134;SIM;SIM
15177286000152;SIM;SIM
15211135000173;SIM;NÃO
15339076000113;SIM;SIM
15379224000123;NÃO;NÃO
15431781000146;SIM;NÃO
15444746000161;SIM;SIM
15464404000103;SIM;NÃO
15470921000195;SIM;SIM
15472389000145;NÃO;NÃO
15477216000110;SIM;SIM
15495136000197;SIM;NÃO
15503596000110;SIM;NÃO
15552047000135;SIM;SIM
15641692000124;NÃO;NÃO
15688469000132;SIM;NÃO
15706463000140;SIM;SIM
15738146000106;SIM;SIM
15912562000189;NÃO;NÃO
16492055000104;SIM;SIM
16506787000106;SIM;SIM
16507040000164;SIM;NÃO
16528927000139;SIM;NÃO
16660893000131;SIM;NÃO
16676520000159;NÃO;NÃO
16716209000196;SIM;SIM
16751914000124;NÃO;NÃO
16804093000147;SIM;SIM
16865358000117;SIM;NÃO
17065927000102;SIM;NÃO
17090070000180;SIM;NÃO
17106883000111;SIM;SIM
17123467000202;NÃO;NÃO
17184037000110;NÃO;NÃO
17205553000183;SIM;SIM
17264510000179;SIM;NÃO
17359233001907;NÃO INFORMADO;NÃO INFORMADO
17426103000110;SIM;NÃO
17520892000154;SIM;SIM
17535351000108;SIM;SIM
17565092000150;SIM;SIM
17828886000169;SIM;SIM
18023537000132;SIM;SIM
18025859000110;SIM;SIM
18084140000150;NÃO;NÃO
18171963000113;SIM;SIM
18432771000113;NÃO;NÃO
18473168000180;NÃO;NÃO
18521969000173;NÃO;NÃO
18587106000107;SIM;NÃO
18615280000108;SIM;SIM
18621723000173;SIM;SIM
18627532000119;SIM;SIM
18772098000160;SIM;SIM
18812538000166;SIM;NÃO
18840954000178;SIM;NÃO
19086063000130;SIM;SIM
19099222000131;NÃO;NÃO
19140718000101;SIM;SIM
19157709000123;SIM;NÃO
19228433000127;SIM;NÃO
19299931000160;SIM;SIM
19331747000150;SIM;NÃO
19347410000212;NÃO;NÃO
19368927001774;NÃO;NÃO
19634769000190;SIM;SIM
19709101000164;SIM;NÃO
19730744000190;SIM;NÃO
19752002000165;SIM;SIM
19782301000142;SIM;NÃO
19792783000111;SIM;NÃO
19810095000137;SIM;SIM
19863496000155;SIM;NÃO
19930245000146;SIM;SIM
19948594000195;SIM;SIM
20018807000169;SIM;NÃO
20097109000104;SIM;SIM
20108705000134;SIM;SIM
20321475000197;SIM;NÃO
20435016000134;SIM;SIM
20499191000195;NÃO;NÃO
20535862000126;SIM;SIM
20673074000104;SIM;SIM
20853168000157;SIM;NÃO
20945874000129;SIM;SIM
20952347000141;NÃO;NÃO
20972252000190;SIM;SIM
20972529000184;NÃO;NÃO
21030621000198;SIM;SIM
21165344000120;NÃO;NÃO
21173442000100;SIM;NÃO
21269398000136;SIM;NÃO
21314559000166;NÃO;NÃO
21351095000168;SIM;NÃO
21405264000103;SIM;SIM
21467988000173;SIM;NÃO
21475851000160;SIM;SIM
21523500000188;SIM;NÃO
21557877000158;SIM;NÃO
21597936000111;SIM;NÃO
21661698000166;SIM;SIM
21680241000107;NÃO;NÃO
21689460000149;SIM;SIM
21734029000177;SIM;SIM
21764088000198;SIM;NÃO
21833752000103;SIM;NÃO
21859542000194;SIM;NÃO
21894600000110;SIM;SIM
21897603000108;SIM;SIM
21996895000136;SIM;NÃO
21999566000149;SIM;NÃO
22021327000182;SIM;SIM
22033011000100;SIM;SIM
22108269000129;SIM;SIM
22109756000106;NÃO;NÃO
22152804000149;SIM;SIM
22291741000101;SIM;SIM
22314866000100;NÃO;NÃO
22346072000128;SIM;SIM
22563204000173;SIM;NÃO
22593612000178;SIM;SIM
22608655000180;NÃO;NÃO
22618556000189;SIM;SIM
22629102000103;SIM;SIM
22751408000138;NÃO;NÃO
22762521000208;NÃO INFORMADO;NÃO INFORMADO
22951281000109;SIM;SIM
22953036000122;SIM;SIM
23014356000180;NÃO;NÃO
23142307000122;SIM;SIM
23310330000189;SIM;NÃO
23372960000188;NÃO;NÃO
23411164000107;SIM;SIM
23430272000127;SIM;SIM
23446673000175;SIM;NÃO
23505072000196;NÃO;NÃO
23505819000106;SIM;NÃO
23510483000170;SIM;SIM
23602992000122;SIM;SIM
23658927000119;SIM;SIM
23659817000171;NÃO;NÃO
23743834000192;SIM;NÃO
23773481000173;SIM;NÃO
23835211000140;NÃO;NÃO
23855255000131;SIM;SIM
23855972000163;NÃO;NÃO
23906071000153;SIM;SIM
23933926000135;SIM;SIM
23935008000145;SIM;NÃO
24015851000176;SIM;NÃO
24060549000130;SIM;SIM
24061909000207;NÃO INFORMADO;NÃO INFORMADO
24074547000108;SIM;SIM
24076624000150;SIM;SIM
24163862000101;NÃO;NÃO
24222235000196;SIM;SIM
24242549000150;NÃO;NÃO
24260759000171;SIM;SIM
24326014000168;SIM;NÃO
24350499000125;SIM;SIM
24356810000143;SIM;SIM
24473310000191;SIM;NÃO
24503006000140;SIM;NÃO
24574718000150;SIM;SIM
24674395000176;SIM;SIM
24713438000185;SIM;SIM
24761885000100;SIM;SIM
24844017000193;NÃO;NÃO
24893411000111;NÃO;NÃO
24898647000140;SIM;SIM
24917983000193;SIM;NÃO
24933760000110;SIM;SIM
24962466000136;NÃO;NÃO
24965374000100;SIM;SIM
25059727000175;SIM;SIM
25130981000112;SIM;SIM
25192310000186;SIM;SIM
25239514000125;SIM;SIM
25268409000114;SIM;SIM
25296303000124;SIM;SIM
25312099000198;SIM;SIM
25321902000150;SIM;NÃO
25325110000154;SIM;SIM
25370394000109;SIM;NÃO
25682074000186;SIM;SIM
25967202000138;SIM;SIM
25975104000142;SIM;SIM
26009842000106;SIM;SIM
26038426000128;SIM;NÃO
26052108000111;SIM;NÃO
26148651000117;SIM;SIM
26201161000137;NÃO;NÃO
26228534000163;SIM;SIM
26258102000103;SIM;NÃO
26309980000100;SIM;NÃO
26366744000118;SIM;NÃO
26380550000762;NÃO;NÃO
26394489000117;SIM;NÃO
26425147000117;SIM;SIM
26438031000112;SIM;NÃO
26469033000179;SIM;SIM
26505661000162;NÃO;NÃO
26506106000155;SIM;SIM
26594320000100;SIM;NÃO
26606850000121;SIM;NÃO
26613099000190;NÃO;NÃO
26634430000159;SIM;NÃO
26662230000100;SIM;SIM
26764458000100;SIM;NÃO
26796616000104;SIM;SIM
26801344000193;SIM;SIM
26813798000184;NÃO;NÃO
26949003000160;SIM;SIM
26991579000195;SIM;SIM
26995532000108;SIM;NÃO
27004759000107;SIM;SIM
27064421000132;SIM;SIM
27072912000125;SIM;SIM
27088161000135;SIM;SIM
27122516000165;SIM;NÃO
27204540000143;SIM;SIM
27212352000167;NÃO;NÃO
27227630000150;SIM;SIM
27232185000116;SIM;NÃO
27232872000131;SIM;NÃO
27266512000150;SIM;SIM
27289860000143;SIM;NÃO
27358810000170;NÃO;NÃO
27388678000140;SIM;SIM
27411326000168;SIM;NÃO
27472173000169;SIM;SIM
27523461000103;SIM;NÃO
27548807000110;NÃO;NÃO
27562695000151;NÃO;NÃO
27626675000105;SIM;SIM
27651867000163;SIM;SIM
27669968000161;SIM;SIM
27700885000198;SIM;SIM
27759666000184;SIM;SIM
27800573000156;SIM;SIM
27806116000179;SIM;NÃO
27830772000107;SIM;NÃO
27834371000125;SIM;SIM
27844217000134;SIM;SIM
27847836000182;SIM;SIM
27865605000100;NÃO;NÃO
27892562000143;SIM;SIM
27893702000106;SIM;SIM
27899096000128;SIM;SIM
27906636000153;SIM;NÃO
27934848000144;SIM;SIM
27954598000104;SIM;SIM
28054660000174;SIM;NÃO
28076428000137;NÃO;NÃO
28126754000101;SIM;SIM
28127603000178;NÃO;NÃO
28132520000177;SIM;NÃO
28177341000156;SIM;SIM
28195667000106;NÃO;NÃO
28305792000121;SIM;SIM
28310172000180;SIM;NÃO
28332110000170;SIM;NÃO
28352387000164;SIM;NÃO
28407086000190;SIM;NÃO
28446215000150;SIM;NÃO
28447401000103;SIM;SIM
28462140000109;SIM;SIM
28495339000125;SIM;NÃO
28548896000167;SIM;SIM
28567390000103;SIM;SIM
28599734000158;SIM;SIM
28653969000180;SIM;SIM
28670600000186;SIM;NÃO
28688811000146;SIM;NÃO
28741612000154;SIM;SIM
28768518000199;SIM;SIM
28887852000161;SIM;NÃO
28904127000154;SIM;SIM
28979948000150;SIM;SIM
29007744000110;NÃO;NÃO
29020415000109;SIM;SIM
29036448000147;SIM;SIM
29050321000182;SIM;SIM
29099578000129;SIM;SIM
29141136000101;SIM;NÃO
29151956000176;SIM;NÃO
29171414000165;SIM;SIM
29173841000182;SIM;SIM
29214943000107;NÃO;NÃO
29289379000183;SIM;SIM
29339358000125;SIM;SIM
29433567000133;SIM;NÃO
29505550000144;SIM;SIM
29512595000146;SIM;SIM
29526410000152;SIM;SIM
29575310000116;SIM;SIM
29588427000134;SIM;SIM
29655869000156;SIM;NÃO
29679095000101;NÃO;NÃO
29707913000124;NÃO;NÃO
29737612000143;SIM;SIM
29744778114796;NÃO;NÃO
29747616000102;SIM;SIM
29811971000101;SIM;SIM
29857325000177;SIM;SIM
29865213000168;NÃO;NÃO
29870190000180;SIM;SIM
29928160000187;SIM;NÃO
29929249000168;SIM;SIM
29967816000170;NÃO;NÃO
29980292000158;SIM;NÃO
30039587000103;SIM;SIM
30111664000199;NÃO;NÃO
30179461000134;SIM;NÃO
30195180000175;SIM;SIM
30234046000136;SIM;NÃO
30325596000160;SIM;SIM
30366345000124;NÃO;NÃO
30411062000157;SIM;SIM
30434263000170;NÃO;NÃO
30438977000156;SIM;NÃO
30460129000143;SIM;SIM
30477361000275;NÃO;NÃO
30497905000180;SIM;SIM
30571981000198;NÃO;NÃO
30588460000143;SIM;SIM
30590471000168;SIM;NÃO
30618012000145;SIM;NÃO
30673316000105;SIM;SIM
30677271000147;SIM;SIM
30679037000159;SIM;NÃO
30827291000157;SIM;SIM
30858132000110;SIM;NÃO
30877691000177;SIM;SIM
30902803252681;NÃO;NÃO
30915834000198;NÃO;NÃO
30937410000124;SIM;SIM
30988255000175;SIM;NÃO
31003153000116;SIM;NÃO
31064412000119;NÃO;NÃO
31144608000113;SIM;NÃO
31172118000120;SIM;NÃO
31260506000163;SIM;NÃO
31270522000137;SIM;SIM
31292824000106;SIM;NÃO
31316605000110;SIM;NÃO
31337070000163;SIM;SIM
31366338000195;SIM;NÃO
31408280000103;SIM;SIM
31409401000123;SIM;SIM
31445249001700;NÃO INFORMADO;NÃO INFORMADO
31545723000108;NÃO;NÃO
31623350000138;SIM;SIM
31676886000111;SIM;NÃO
31710872000177;SIM;SIM
31812022000180;SIM;SIM
31854200000135;SIM;NÃO
31864922000170;SIM;SIM
31955013000148;SIM;SIM
31958830000150;SIM;NÃO
32039537000151;SIM;NÃO
32075854000123;SIM;SIM
32233067000162;SIM;NÃO
32288956000127;SIM;NÃO
32304489000181;SIM;NÃO
32315026000115;NÃO;NÃO
32338795000139;SIM;SIM
32421067000196;SIM;SIM
32450125000100;SIM;SIM
32467997000180;SIM;NÃO
32471155000100;SIM;NÃO
32481469000186;SIM;NÃO
32487815000133;SIM;SIM
32525150000105;NÃO;NÃO
32547118000120;SIM;NÃO
32556179000154;SIM;SIM
32570942000100;SIM;SIM
32573234000114;SIM;SIM
32613125000183;SIM;SIM
32637236000120;SIM;SIM
32704820000150;SIM;SIM
32853182000130;SIM;SIM
32978723000156;SIM;SIM
32988783000150;SIM;SIM
32995097000106;SIM;SIM
32999695000153;NÃO;NÃO
33024059000179;SIM;SIM
33036530000149;SIM;SIM
33102182000160;SIM;SIM
33124243000190;SIM;SIM
33124341000128;SIM;NÃO
33173796000133;SIM;SIM
33183790000147;SIM;SIM
33205639000162;SIM;SIM
33223682000150;SIM;SIM
33233205000176;SIM;SIM
33319969000189;SIM;SIM
33359521000199;SIM;SIM
33362000000190;SIM;NÃO
33365823000170;SIM;SIM
33394988000170;SIM;NÃO
33423737000176;SIM;SIM
33521973000125;SIM;NÃO
33554633000109;SIM;SIM
33723490000103;SIM;SIM
33777722000106;SIM;SIM
33851372000180;SIM;SIM
33861727000112;SIM;SIM
33873345000109;SIM;SIM
33924974000110;SIM;SIM
33958202000108;SIM;SIM
34027231000100;SIM;SIM
34028316324278;NÃO;NÃO
34038904000128;NÃO;NÃO
34053826000130;SIM;SIM
34083757000108;SIM;SIM
34097240000178;SIM;SIM
34168305000129;SIM;SIM
34193745000136;SIM;SIM
34224393000139;NÃO;NÃO
34299496000168;SIM;SIM
34313910000146;SIM;SIM
34338222000130;SIM;NÃO
34342851000134;SIM;SIM
34376363000148;SIM;SIM
34405585000141;SIM;SIM
34445873000120;SIM;SIM
34472672000111;SIM;SIM
34553579000131;SIM;SIM
34566805000119;SIM;SIM
34634690000152;SIM;SIM
34653122000107;SIM;SIM
34704666000142;SIM;NÃO
34719242000151;NÃO;NÃO
34735148000196;SIM;SIM
34735412000191;NÃO;NÃO
34776726000132;SIM;SIM
34823217000113;SIM;SIM
34858568000160;SIM;NÃO
34933528000135;SIM;SIM
34951974000172;NÃO;NÃO
35028352000130;SIM;NÃO
35057862000135;SIM;SIM
35061260000151;SIM;SIM
35065510000121;SIM;SIM
35100043000123;SIM;SIM
35169342000114;SIM;SIM
35177494000169;SIM;SIM
35183496000160;SIM;SIM
35219315000109;SIM;SIM
35223720000109;SIM;SIM
35248215000100;SIM;SIM
35292506000104;SIM;SIM
35298130000137;SIM;SIM
35321548000118;SIM;SIM
35405120000153;SIM;SIM
35432790000169;SIM;SIM
35438424000117;SIM;SIM
35473661000119;SIM;SIM
35510824000196;NÃO;NÃO
35520460000125;SIM;NÃO
35547713000154;SIM;SIM
35558536000101;SIM;NÃO
35584527000195;NÃO;NÃO
35611398000187;SIM;SIM
35625289000119;SIM;SIM
35647268000102;SIM;SIM
35669972000158;SIM;SIM
35678585000188;SIM;SIM
35702937000193;SIM;NÃO
35703286000156;SIM;SIM
35753348000134;SIM;SIM
35798639000149;SIM;NÃO
35869738000174;SIM;SIM
35976104000110;SIM;SIM
35987533000193;SIM;SIM
35993320000174;SIM;SIM
35994036000112;SIM;SIM
35995960000113;SIM;SIM
36008924000181;SIM;SIM
