cnpj;optante_simples;optante_simei
00636363000118;SIM;NÃO
00720022000126;NÃO;NÃO
00764305000170;SIM;NÃO
00833176000124;NÃO;NÃO
00949142000108;NÃO;NÃO
00981903000109;SIM;NÃO
01030685000696;NÃO;NÃO
01167230000102;SIM;NÃO
01201183000176;NÃO;NÃO
01318816000120;SIM;NÃO
01405279000237;NÃO;NÃO
01625700000134;NÃO;NÃO
01735143000104;SIM;NÃO
01774982000131;SIM;NÃO
01786827000135;SIM;NÃO
01813455000199;SIM;NÃO
01826260000183;SIM;SIM
01851771000155;NÃO;NÃO
01951517000129;SIM;NÃO
02020620001513;NÃO;NÃO
02101052000180;NÃO;NÃO
02112055000208;NÃO INFORMADO;NÃO INFORMADO
02137229000106;SIM;NÃO
02143973000105;NÃO;NÃO
02258052000198;NÃO;NÃO
02284651000186;NÃO;NÃO
02291739000478;NÃO INFORMADO;NÃO INFORMADO
02387241000160;NÃO;NÃO
02409761000712;NÃO;NÃO
02477406000195;NÃO;NÃO
02502520000209;NÃO INFORMADO;NÃO INFORMADO
02519944000103;SIM;NÃO
02614230000176;SIM;NÃO
02720128000155;NÃO;NÃO
02762124000130;NÃO;NÃO
02766038005083;NÃO;NÃO
02776457000118;NÃO;NÃO
02859090000287;SIM;NÃO
02920310000150;SIM;NÃO
02940885000134;SIM;NÃO
03022588000253;NÃO;NÃO
03045431000162;NÃO;NÃO
03071108000678;SIM;NÃO
03076884000156;SIM;NÃO
03172020000138;SIM;NÃO
03301925001647;NÃO INFORMADO;NÃO INFORMADO
03305025000272;NÃO;NÃO
03312286000139;NÃO;NÃO
03354902000114;SIM;NÃO
03483514000133;SIM;NÃO
03574419000145;SIM;NÃO
03701572000196;SIM;NÃO
03782387000173;NÃO;NÃO
03826240000138;NÃO;NÃO
03956712000177;NÃO;NÃO
04079126000154;NÃO;NÃO
04085961000105;SIM;NÃO
04100247000130;SIM;NÃO
04118240000146;SIM;NÃO
04197051000106;NÃO;NÃO
04197399000101;SIM;NÃO
04251447000194;NÃO;NÃO
04457209000130;NÃO;NÃO
04561592000171;NÃO;NÃO
04573806000120;SIM;NÃO
04617232000144;SIM;NÃO
04650878000123;NÃO;NÃO
04679826000180;NÃO;NÃO
04683453000110;NÃO;NÃO
04714724000158;NÃO;NÃO
04746127000105;SIM;NÃO
04794035000109;SIM;NÃO
04799297000158;NÃO;NÃO
04830138000179;SIM;NÃO
04858621000161;NÃO;NÃO
04938938000108;NÃO;NÃO
04951157000153;SIM;NÃO
04988806000190;NÃO;NÃO
05160708000123;NÃO;NÃO
05192024000103;NÃO;NÃO
05197443000138;NÃO;NÃO
05204518000160;NÃO;NÃO
05298449000100;SIM;SIM
05365894000137;SIM;NÃO
05391409000108;NÃO;NÃO
05407201000202;NÃO INFORMADO;NÃO INFORMADO
05490224000576;NÃO INFORMADO;NÃO INFORMADO
05495546000184;NÃO;NÃO
05501867000144;SIM;NÃO
05567347000134;SIM;NÃO
05737677000120;SIM;SIM
05738790000120;NÃO;NÃO
05755187000157;SIM;NÃO
05852099000173;SIM;NÃO
05872995000102;NÃO;NÃO
05875295000163;NÃO;NÃO
05931830000156;SIM;NÃO
05934744000105;NÃO;NÃO
06164253000187;NÃO;NÃO
06222761000174;SIM;NÃO
06229965000137;SIM;NÃO
06933500000162;SIM;NÃO
07012920000179;NÃO;NÃO
07050247000161;SIM;NÃO
07127837000145;NÃO;NÃO
07191228004819;NÃO INFORMADO;NÃO INFORMADO
07228156000173;SIM;NÃO
07230766000101;NÃO;NÃO
07512515000110;NÃO;NÃO
07729134000197;SIM;NÃO
07805417000170;NÃO;NÃO
07900503000677;NÃO;NÃO
07948976000482;NÃO;NÃO
07957585000181;NÃO;NÃO
07998146003647;NÃO;NÃO
08049284000112;NÃO;NÃO
08063312000156;NÃO;NÃO
08080559000180;NÃO;NÃO
08114493000445;NÃO;NÃO
08145811000192;NÃO;NÃO
08152767000148;NÃO;NÃO
08159307000222;NÃO;NÃO
08167084000164;NÃO;NÃO
08189666000141;SIM;NÃO
08233119000116;NÃO;NÃO
08239435000103;SIM;NÃO
08331570000176;SIM;NÃO
08363519000146;NÃO;NÃO
08389201000134;NÃO;NÃO
08401227000150;SIM;NÃO
08421178000380;NÃO;NÃO
08439659000150;NÃO;NÃO
08496367000230;NÃO;NÃO
08621539000170;SIM;NÃO
08661600000102;SIM;NÃO
08736011000812;NÃO;NÃO
08832429000157;NÃO;NÃO
08871058003308;NÃO;NÃO
08902291000115;NÃO;NÃO
08985516000144;SIM;NÃO
09036160000165;NÃO;NÃO
09064250000160;NÃO;NÃO
09068488000163;SIM;NÃO
09087451000182;SIM;NÃO
09112685000132;NÃO;NÃO
09142268000132;SIM;NÃO
09144358000162;NÃO;NÃO
09149503000106;NÃO;NÃO
09197008000164;SIM;NÃO
09218881000196;SIM;NÃO
09291981000148;NÃO;NÃO
09340499000150;NÃO;NÃO
09380594000188;NÃO;NÃO
09434869000119;SIM;NÃO
09452086000168;SIM;NÃO
09472710000199;SIM;NÃO
09494150000173;NÃO;NÃO
09499644000140;SIM;NÃO
09518074000199;SIM;NÃO
09577282000169;NÃO;NÃO
09582398000196;SIM;SIM
09601111000128;NÃO;NÃO
09611768000176;NÃO;NÃO
09627471000107;NÃO;NÃO
09637150000185;SIM;SIM
09662119000102;NÃO;NÃO
09688569000166;SIM;NÃO
09794975017006;NÃO;NÃO
09942069000109;SIM;SIM
10338320000100;NÃO;NÃO
10353021000144;NÃO;NÃO
10373321000195;SIM;NÃO
10379317000134;SIM;NÃO
10390182000299;NÃO;NÃO
10417868000145;SIM;NÃO
10494550000168;NÃO;NÃO
10554353000197;NÃO;NÃO
10619255000190;NÃO;NÃO
10645585000150;SIM;NÃO
10655958000255;NÃO;NÃO
10716567000112;SIM;NÃO
10717560000115;NÃO;NÃO
10730676000194;SIM;NÃO
10836527000104;NÃO;NÃO
10867813000137;SIM;NÃO
10884128000119;SIM;NÃO
10889198000160;SIM;NÃO
10910017000130;NÃO;NÃO
10920827000177;SIM;NÃO
10936338000103;SIM;NÃO
10959970000172;NÃO;NÃO
10977781000122;SIM;NÃO
11018673000195;SIM;NÃO
11029958000121;NÃO;NÃO
11198150000178;NÃO;NÃO
11209423000132;SIM;NÃO
11244550000172;SIM;NÃO
11246879000253;NÃO;NÃO
11269626000114;NÃO;NÃO
11313957000104;NÃO;NÃO
11325703000106;SIM;NÃO
11339567000103;NÃO;NÃO
11374746000181;NÃO;NÃO
11396416000197;SIM;NÃO
11407343000191;NÃO;NÃO
11578926000185;SIM;SIM
11644948000104;NÃO;NÃO
11659187000156;NÃO;NÃO
11830497000191;SIM;SIM
11889322000150;SIM;NÃO
11922451000100;SIM;SIM
12004352000102;SIM;SIM
12146352000139;NÃO;NÃO
12157093000141;SIM;NÃO
12264106000181;SIM;SIM
12381242000151;SIM;NÃO
12476769000160;SIM;NÃO
12497252000157;SIM;NÃO
12584083000192;SIM;NÃO
12598375000184;SIM;SIM
12625913000182;NÃO;NÃO
12629983000109;NÃO;NÃO
12800874000102;SIM;SIM
12853137000178;SIM;SIM
12939520000143;SIM;NÃO
12972367000156;SIM;SIM
13009717000146;NÃO;NÃO
13123638000161;NÃO;NÃO
13184649000151;SIM;SIM
13192263000191;SIM;SIM
13262736000180;SIM;SIM
13270880000168;SIM;SIM
13296044000152;NÃO;NÃO
13326261000148;NÃO;NÃO
13326584000131;SIM;SIM
13335621000178;SIM;NÃO
13345008000131;SIM;NÃO
13357669000187;SIM;SIM
13358364000190;NÃO;NÃO
13585523000199;SIM;SIM
13648616000115;SIM;NÃO
13755165000115;SIM;SIM
13823180000153;SIM;NÃO
13832909000239;NÃO INFORMADO;NÃO INFORMADO
13841587000103;SIM;NÃO
13910337000188;SIM;SIM
13916353000188;SIM;SIM
14070575000276;NÃO;NÃO
14127813000151;NÃO;NÃO
14142602000198;SIM;NÃO
14156096000196;SIM;SIM
14167919000189;SIM;NÃO
14243565000104;SIM;SIM
14251344000188;SIM;NÃO
14317417000197;SIM;SIM
14340692000121;SIM;SIM
14546439000129;SIM;SIM
14572733000105;SIM;NÃO
14649582000146;SIM;SIM
14685434000187;SIM;SIM
14687415000190;SIM;SIM
14779802000156;SIM;NÃO
14785152000151;NÃO;NÃO
14790670000163;NÃO;NÃO
14797004000238;NÃO;NÃO
14829858000178;SIM;SIM
14841002000118;SIM;SIM
14858363000177;SIM;SIM
14893585000120;SIM;NÃO
14911562000100;SIM;NÃO
14913506000104;SIM;SIM
14990140000240;NÃO;NÃO
15028794000179;SIM;SIM
15080957000162;NÃO;NÃO
15131633000106;SIM;SIM
15172878000181;SIM;SIM
15378113000100;NÃO;NÃO
15406982000193;SIM;NÃO
15413545000105;SIM;NÃO
15453134000135;SIM;SIM
15500532000165;SIM;SIM
15506161000129;SIM;SIM
15564542000164;SIM;SIM
15570841000101;SIM;NÃO
15747974000100;NÃO;NÃO
16482301000139;NÃO;NÃO
16483150000133;SIM;NÃO
16553911000186;SIM;NÃO
16586749000100;SIM;NÃO
16618347000132;SIM;NÃO
16651833000152;SIM;SIM
16685385000108;SIM;NÃO
16744095000279;NÃO INFORMADO;NÃO INFORMADO
16841978000116;SIM;NÃO
16880856000139;NÃO;NÃO
16883496000129;SIM;NÃO
16963701000166;SIM;SIM
16994298000132;NÃO;NÃO
17141969000185;NÃO;NÃO
17155730000164;NÃO;NÃO
17198181000105;SIM;NÃO
17212641000374;SIM;NÃO
17250162000180;SIM;NÃO
17255690000122;SIM;SIM
17263839000204;NÃO INFORMADO;NÃO INFORMADO
17292762000101;SIM;NÃO
17344597000194;NÃO;NÃO
17431366000118;SIM;SIM
17549159000162;NÃO;NÃO
17559755000123;SIM;NÃO
17624728000197;SIM;NÃO
17676180000200;NÃO;NÃO
17682185000164;SIM;SIM
17742708000110;SIM;SIM
17790378000139;SIM;SIM
17824359000186;SIM;NÃO
17835184000102;SIM;SIM
17851141000110;SIM;SIM
17871030000176;NÃO;NÃO
17892370000183;SIM;SIM
18073887000103;NÃO;NÃO
18083400000173;SIM;SIM
18112312000152;NÃO;NÃO
18126628000101;NÃO;NÃO
18128166000153;SIM;SIM
18141186000164;SIM;SIM
18178637000138;NÃO;NÃO
18186082000176;SIM;SIM
18206251000192;NÃO;NÃO
18257357000115;SIM;SIM
18288115000199;SIM;NÃO
18328118000109;NÃO;NÃO
18364885000173;NÃO;NÃO
18494485000182;NÃO;NÃO
18519353000168;NÃO;NÃO
18522952000130;SIM;SIM
18538545000111;SIM;NÃO
18597877000177;SIM;NÃO
18638183000130;SIM;SIM
18681903000140;NÃO;NÃO
18697955000105;NÃO;NÃO
18741036000191;SIM;SIM
18763140000187;SIM;SIM
18835087000182;SIM;NÃO
18849081000164;SIM;NÃO
18887548000160;SIM;NÃO
18905905000176;SIM;SIM
18986437000101;SIM;SIM
19078027000125;SIM;NÃO
19096003000107;SIM;SIM
19107890000163;SIM;NÃO
19137969000137;SIM;NÃO
19174737000159;SIM;NÃO
19205428000107;SIM;SIM
19276449000105;SIM;NÃO
19351946000120;SIM;SIM
19378769000176;NÃO;NÃO
19467912000104;SIM;NÃO
19497066000167;SIM;SIM
19563290000100;SIM;SIM
19573284000133;SIM;NÃO
19580143000148;SIM;SIM
19590280000163;NÃO;NÃO
19704891000195;SIM;NÃO
19736488000148;SIM;SIM
19796586000170;NÃO;NÃO
19805651000187;SIM;SIM
19883102000120;SIM;SIM
19904771000131;NÃO;NÃO
19907684000138;SIM;NÃO
19949451000106;SIM;NÃO
19968285000187;NÃO;NÃO
19988329000130;SIM;SIM
20028629000157;SIM;SIM
20064842000114;SIM;SIM
20080561000155;SIM;NÃO
20114781000152;SIM;NÃO
20205338000197;NÃO;NÃO
20228084000122;SIM;NÃO
20339120000125;SIM;SIM
20392756000130;SIM;NÃO
20546608000395;NÃO INFORMADO;NÃO INFORMADO
20688009000144;SIM;SIM
20725710000196;NÃO;NÃO
20735381000164;NÃO;NÃO
20753443000160;SIM;NÃO
20953701000233;NÃO;NÃO
20966319000183;SIM;NÃO
21049273000109;SIM;SIM
21056196000106;SIM;NÃO
21070076000163;SIM;SIM
21080430000130;SIM;NÃO
21127602000184;SIM;NÃO
21197014000117;NÃO;NÃO
21214730000165;SIM;SIM
21217857000138;NÃO;NÃO
21348660000138;NÃO;NÃO
21358239000108;NÃO;NÃO
21367254000112;NÃO;NÃO
21405774000172;NÃO;NÃO
21427904000178;SIM;SIM
21430694000177;SIM;NÃO
21523268000188;SIM;SIM
21638229000126;SIM;SIM
21717620000116;SIM;SIM
21901561000131;SIM;SIM
21912917000132;SIM;SIM
21919293000185;SIM;SIM
21924657000115;NÃO;NÃO
21961475000114;NÃO;NÃO
22037509000141;SIM;NÃO
22119134000169;SIM;SIM
22145062000124;SIM;NÃO
22159807000104;SIM;SIM
22165645000206;NÃO INFORMADO;NÃO INFORMADO
22226635000144;NÃO;NÃO
22237189000173;SIM;SIM
22315376000128;SIM;NÃO
22318474000119;SIM;NÃO
22366166000169;SIM;SIM
22397501000196;SIM;SIM
22400151000170;SIM;NÃO
22435645000190;SIM;SIM
22499460000149;SIM;SIM
22524927000163;SIM;SIM
22578332000190;SIM;NÃO
22600683000150;SIM;SIM
22621310000166;SIM;NÃO
22657174000164;SIM;SIM
22722584000141;NÃO;NÃO
22740826000120;NÃO;NÃO
22808537000115;SIM;SIM
22825912000135;SIM;SIM
22919493000109;SIM;NÃO
22990284008047;NÃO;NÃO
23026538000170;NÃO;NÃO
23068271000184;SIM;SIM
23073764000102;SIM;SIM
23087941000100;NÃO;NÃO
23121900000192;SIM;NÃO
23126989000180;SIM;SIM
23208943000100;SIM;SIM
23279214000144;SIM;SIM
23285283000160;SIM;NÃO
23432137000110;SIM;SIM
23437607000139;SIM;NÃO
23674689000135;SIM;SIM
23710006000158;SIM;SIM
23790746000141;SIM;SIM
23818015000167;SIM;SIM
23825846000166;SIM;SIM
23826893000124;SIM;NÃO
23849322000105;SIM;NÃO
23851666000159;NÃO;NÃO
23874546000177;NÃO;NÃO
23893762000160;SIM;SIM
23906946000117;SIM;SIM
23956416000183;SIM;SIM
23984600000137;SIM;SIM
23990639000167;SIM;SIM
24044500000193;SIM;NÃO
24045670000192;NÃO;NÃO
24098036000118;SIM;SIM
24101475000132;SIM;NÃO
24200774000124;SIM;NÃO
24206676000102;SIM;SIM
24207077000103;SIM;NÃO
24255802000100;SIM;SIM
24334187000128;SIM;NÃO
24363683000100;SIM;NÃO
24372516000125;SIM;SIM
24394101000152;SIM;SIM
24414696000160;SIM;SIM
24584707000150;SIM;SIM
24607712000131;SIM;SIM
24608774000168;SIM;SIM
24615666000112;SIM;SIM
24662438000101;NÃO;NÃO
24674680000197;SIM;SIM
24680105000369;NÃO;NÃO
24702356000216;NÃO INFORMADO;NÃO INFORMADO
24705228000145;SIM;SIM
24725894000145;SIM;NÃO
24736208000131;SIM;SIM
24755189000190;SIM;SIM
24819718000172;SIM;SIM
24949605000191;SIM;SIM
25011083000145;SIM;SIM
25117534000123;SIM;NÃO
25127323000171;NÃO;NÃO
25142603000159;SIM;SIM
25209357000105;SIM;SIM
25222838000150;NÃO;NÃO
25223682000122;SIM;SIM
25261141000199;SIM;SIM
25424679000177;NÃO;NÃO
26011181000145;SIM;SIM
26035957000167;SIM;SIM
26036461000108;SIM;SIM
26121927000173;SIM;SIM
26123981000158;SIM;SIM
26195899000139;SIM;SIM
26206731000181;SIM;SIM
26371547000197;SIM;SIM
26381998000105;NÃO;NÃO
26402469000140;SIM;SIM
26518072000119;SIM;SIM
26533830000178;SIM;SIM
26679003000197;SIM;NÃO
26687785000106;SIM;SIM
26769476000185;SIM;SIM
26787955000124;SIM;SIM
26840527000118;SIM;SIM
26905662000102;SIM;NÃO
26924165000143;SIM;NÃO
26969126000162;NÃO;NÃO
26987207000195;SIM;SIM
26987849000194;SIM;SIM
26993875000125;SIM;SIM
27048383000124;NÃO;NÃO
27145734000115;SIM;SIM
27182920000124;SIM;SIM
27225402000140;SIM;NÃO
27242010000190;SIM;NÃO
27403098000184;SIM;NÃO
27512116000166;NÃO;NÃO
27552476000191;SIM;SIM
27579188000120;SIM;SIM
27672560000149;SIM;NÃO
27701564001180;NÃO;NÃO
27718905000158;SIM;SIM
27740062000196;SIM;SIM
27743123000179;SIM;SIM
27846686000192;SIM;SIM
27882334000192;NÃO;NÃO
27999387000198;SIM;SIM
28054888000164;SIM;NÃO
28074310000170;SIM;SIM
28179636000161;NÃO;NÃO
28195932000156;SIM;SIM
28242471000125;SIM;NÃO
28367565000120;SIM;NÃO
28389016000157;NÃO;NÃO
28430537000100;SIM;SIM
28473520000130;SIM;SIM
28505144000119;SIM;SIM
28542463000102;SIM;SIM
28607110000135;SIM;SIM
28649056000190;SIM;SIM
28678636000106;SIM;NÃO
28780796000161;SIM;SIM
28826378000168;NÃO;NÃO
28856000000107;SIM;NÃO
28892018000164;SIM;SIM
28961608000100;SIM;SIM
28964715000345;NÃO INFORMADO;NÃO INFORMADO
28983602000125;SIM;SIM
29016214000138;SIM;NÃO
29305956000183;SIM;NÃO
29349014000105;NÃO;NÃO
29563676000175;SIM;SIM
29589077000120;SIM;SIM
29597048000100;SIM;SIM
29642663000191;SIM;SIM
29664975000104;SIM;NÃO
29691031000118;SIM;SIM
29745030000109;SIM;SIM
29786512000107;SIM;NÃO
29794813000182;SIM;NÃO
29872417000126;SIM;NÃO
29911230000194;SIM;NÃO
29914701000118;SIM;SIM
29921771000101;SIM;SIM
29967522000149;NÃO;NÃO
29995344000160;SIM;SIM
30016297000144;SIM;SIM
30024489000100;SIM;NÃO
30044368000112;SIM;SIM
30051579000182;NÃO;NÃO
30055777000114;SIM;SIM
30059929000157;SIM;NÃO
30213493000109;NÃO;NÃO
30226440000122;SIM;SIM
30254053000108;SIM;NÃO
30258656000170;SIM;SIM
30299992000160;SIM;SIM
30300746000181;SIM;SIM
30329024000150;SIM;SIM
30333713000138;SIM;SIM
30387169000107;SIM;SIM
30401257000116;SIM;NÃO
30428827000161;NÃO;NÃO
30431064000108;SIM;NÃO
30455606000182;SIM;SIM
30592556000185;SIM;SIM
30601848000137;SIM;SIM
30604678000144;SIM;SIM
30645344000119;SIM;SIM
30716752000114;SIM;SIM
30741229000148;SIM;NÃO
30778152000180;SIM;SIM
30936625000120;SIM;SIM
30990643000190;SIM;SIM
30993310000115;SIM;SIM
31010090000125;SIM;SIM
31027906000123;NÃO;NÃO
31051712000163;SIM;SIM
31069869000116;SIM;SIM
31075458000133;SIM;SIM
31134906000122;SIM;NÃO
31239415000146;SIM;SIM
31244276000149;SIM;SIM
31263483000140;SIM;NÃO
31345255000110;SIM;SIM
31354310000138;SIM;SIM
31385923000132;SIM;NÃO
31486060000190;SIM;SIM
31553627000101;NÃO;NÃO
31576380000130;SIM;SIM
31608553000155;SIM;NÃO
31731108000188;SIM;SIM
31750336000103;SIM;SIM
31766670000147;SIM;SIM
31839476000144;SIM;SIM
31853016000170;SIM;SIM
31861385000105;SIM;NÃO
31902324000149;SIM;SIM
31978867000140;SIM;SIM
32019225000186;SIM;NÃO
32033280000120;SIM;SIM
32065728000198;SIM;NÃO
32168005000114;SIM;NÃO
32211313000185;SIM;SIM
32237787000104;SIM;NÃO
32242402000199;SIM;SIM
32333511000111;SIM;NÃO
32335233000131;SIM;SIM
32388885000134;SIM;SIM
32396238000174;SIM;NÃO
32446535000187;NÃO;NÃO
32604335000105;SIM;NÃO
32663110000120;SIM;SIM
32684692000120;SIM;SIM
32700247000107;NÃO;NÃO
32755649000109;SIM;SIM
32785497000197;NÃO;NÃO
32966215000158;SIM;SIM
33041260065290;NÃO;NÃO
33111246000190;NÃO;NÃO
33128093000193;SIM;NÃO
33200049000147;NÃO;NÃO
33226569000129;SIM;SIM
33231789000140;SIM;SIM
33239812000143;SIM;SIM
33256163000199;SIM;SIM
33266135000152;SIM;SIM
33276869000112;SIM;SIM
33299271000149;SIM;NÃO
33310994000100;SIM;NÃO
33318839000121;NÃO;NÃO
33319820000108;SIM;SIM
33386210000119;NÃO;NÃO
33391551000182;SIM;SIM
33399617000180;SIM;NÃO
33425643000136;SIM;SIM
33427327000101;SIM;SIM
33427862000154;SIM;SIM
33473195000146;SIM;SIM
33492834000110;SIM;NÃO
33503898000170;SIM;SIM
33546147000130;SIM;SIM
33562900000181;SIM;SIM
33658632000104;SIM;SIM
33668917000118;SIM;SIM
33669501000114;SIM;SIM
33680846000250;NÃO INFORMADO;NÃO INFORMADO
33724625000155;SIM;NÃO
33734570000164;SIM;SIM
33735863000166;SIM;NÃO
33763229000137;SIM;NÃO
33838222000137;SIM;NÃO
33855708000183;SIM;SIM
33861525000170;NÃO;NÃO
33946782000105;SIM;SIM
33965300000164;NÃO;NÃO
33976233000183;SIM;SIM
34028316244169;NÃO;NÃO
34038767000121;SIM;NÃO
34054459000190;NÃO;NÃO
34055747000169;SIM;SIM
34102854000109;SIM;NÃO
34151195000192;SIM;SIM
34231240000119;SIM;SIM
34296239000172;SIM;NÃO
34378603000143;SIM;SIM
34428718000103;SIM;SIM
34493846000122;SIM;SIM
34513294000177;SIM;SIM
34628136000162;SIM;SIM
34634031000116;SIM;SIM
34655917000146;SIM;SIM
34673659000120;SIM;SIM
34766494000131;SIM;SIM
34805138000180;NÃO;NÃO
34818863000192;SIM;SIM
34821120000171;SIM;SIM
34843147000165;SIM;SIM
34887613000104;SIM;NÃO
34899621000170;SIM;SIM
34901945000104;SIM;NÃO
34923505000140;SIM;SIM
34974241000153;SIM;NÃO
34996143000117;SIM;SIM
34997240000124;SIM;SIM
34997853000161;SIM;SIM
35058263000136;SIM;SIM
35058794000129;SIM;SIM
35059999000129;NÃO;NÃO
35086353000130;SIM;SIM
35100319000173;SIM;SIM
35149200000195;SIM;SIM
35155843000141;SIM;NÃO
35169370000131;SIM;NÃO
35237264000148;SIM;SIM
35326608000195;SIM;SIM
35384274000106;SIM;SIM
35441543000129;SIM;SIM
35449698000101;SIM;SIM
35493695000175;SIM;SIM
35515232000167;NÃO;NÃO
35615296000130;SIM;NÃO
35617404000103;SIM;SIM
35646923000108;SIM;NÃO
35775027000130;SIM;NÃO
35776024000111;SIM;NÃO
35786382000105;NÃO;NÃO
35798698000117;SIM;SIM
35844987000105;NÃO;NÃO
35849358000178;SIM;NÃO
35849773000121;SIM;SIM
35860628000141;SIM;SIM
35878969000144;SIM;NÃO
35911846000168;SIM;NÃO
35914706000143;SIM;SIM
35926672000107;NÃO;NÃO
35958093000146;SIM;SIM
35959955000155;SIM;SIM
35975882000195;SIM;SIM
36099015000104;SIM;SIM
36105182000102;SIM;SIM
36146166000168;NÃO;NÃO
36150831000197;SIM;SIM
36159739000198;NÃO;NÃO
36162705000152;SIM;SIM
36257710000149;SIM;SIM
36325815000198;SIM;SIM
36326358000156;NÃO;NÃO
36330205000182;SIM;SIM
36440006000127;SIM;NÃO
36488257000181;SIM;SIM
36525284000187;SIM;SIM
36535768000107;SIM;SIM
36560888000164;SIM;NÃO
36561616000189;NÃO INFORMADO;NÃO INFORMADO
36582069000118;SIM;SIM
36585328000164;SIM;SIM
36594180000124;SIM;NÃO
36608562000160;NÃO;NÃO
36624296000169;SIM;NÃO
36706078000173;SIM;NÃO
36709229000147;SIM;NÃO
36720011000193;SIM;SIM
36749983000100;SIM;SIM
36754884000117;SIM;SIM
36767790000182;SIM;SIM
36776783000147;NÃO;NÃO
36777491000129;SIM;SIM
36818891000135;SIM;SIM
36839548000177;SIM;SIM
36841098000157;SIM;SIM
36849059000104;SIM;SIM
36862752000109;SIM;SIM
36867091000104;SIM;NÃO
36870866000109;SIM;SIM
36894264000183;SIM;SIM
36903242000132;SIM;SIM
36986041000146;SIM;SIM
36987090000101;SIM;NÃO
36993174000140;SIM;SIM
37082194000121;SIM;SIM
37106920000107;SIM;NÃO
37111756000118;SIM;SIM
37169402000124;SIM;SIM
37171847000149;SIM;SIM
37174836000112;NÃO;NÃO
37247149000180;SIM;SIM
37265930000187;SIM;SIM
37281118000145;SIM;SIM
37297800000126;SIM;SIM
37304840000158;SIM;SIM
37310569000163;SIM;NÃO
37312352000192;SIM;NÃO
37341621000149;SIM;SIM
37358031000129;SIM;SIM
37402828000186;SIM;SIM
37433571000120;SIM;SIM
37456499000156;SIM;SIM
37476731000118;SIM;SIM
37591521000170;SIM;SIM
37600815000111;SIM;SIM
37602271000127;SIM;SIM
37603185000139;SIM;SIM
37639411000131;SIM;SIM
37639563000134;SIM;SIM
37654155000151;SIM;SIM
37673049000115;SIM;SIM
37695968000190;SIM;SIM
37714113000169;SIM;SIM
37716634000155;SIM;SIM
37722926000109;SIM;SIM
37724867000108;SIM;SIM
37774714000167;SIM;NÃO
37775548000113;SIM;SIM
37778063000183;SIM;SIM
37780849000135;NÃO INFORMADO;NÃO INFORMADO
37817803000143;SIM;SIM
37824233000119;SIM;SIM
37878301000122;SIM;NÃO
37886310000165;SIM;SIM
37892782000120;SIM;NÃO
37912769000196;SIM;NÃO
37913849000166;SIM;SIM
37921826000101;SIM;NÃO
37946751000105;SIM;SIM
37947599000185;SIM;SIM
37984152000186;SIM;SIM
38018234000139;SIM;SIM
38023928000164;SIM;NÃO
38051830000110;SIM;SIM
38065109000180;SIM;SIM
38134744000171;SIM;SIM
38162925000101;SIM;SIM
38259366000152;SIM;NÃO
38329092000120;SIM;SIM
38350660000175;SIM;SIM
38386163000127;SIM;SIM
38409138000111;SIM;NÃO
38420041000100;SIM;SIM
38431083000146;SIM;SIM
38461506000170;NÃO INFORMADO;NÃO INFORMADO
38499887000187;SIM;SIM
38501001000192;SIM;SIM
38592461000173;SIM;SIM
38650734000199;SIM;SIM
38823181000129;SIM;SIM
38948237000171;SIM;NÃO
38973011000120;SIM;NÃO
39307560000129;SIM;NÃO
39322187000185;SIM;SIM
39333199000105;SIM;SIM
39363170000176;SIM;NÃO
39394375000119;SIM;SIM
39448937000160;SIM;NÃO
39473928000129;SIM;SIM
39489661000168;SIM;NÃO
39511293000107;SIM;SIM
39532199000134;SIM;SIM
39562169000170;SIM;SIM
39573160000165;NÃO INFORMADO;NÃO INFORMADO
39598036000154;SIM;SIM
39611887000190;SIM;SIM
39637239000102;SIM;SIM
39663850000105;SIM;SIM
39708972000170;SIM;SIM
39711818000158;SIM;SIM
39718091000211;NÃO INFORMADO;NÃO INFORMADO
39747966000122;SIM;SIM
39754747000170;SIM;NÃO
39813707000152;SIM;NÃO
39872712000136;SIM;SIM
39877878000145;SIM;SIM
39884508000135;SIM;SIM
39899052000187;SIM;SIM
39932823000190;SIM;SIM
39949172000141;SIM;SIM
39956985000169;SIM;NÃO
39960040000110;SIM;SIM
39990465000172;SIM;SIM
40007201000135;SIM;SIM
40045936000153;SIM;SIM
40064176000121;SIM;SIM
40120161000133;SIM;NÃO
40128255000159;SIM;SIM
40132723000169;SIM;NÃO
40140739000113;SIM;SIM
40145541000122;SIM;SIM
40147963000137;SIM;SIM
40150428000135;SIM;SIM
40153499000191;NÃO INFORMADO;NÃO INFORMADO
40201002000163;SIM;SIM
40211960000115;SIM;SIM
40216217000158;SIM;SIM
40221482000124;SIM;NÃO
40236274000107;SIM;SIM
40241148000132;SIM;SIM
40243518000170;SIM;SIM
40266049000105;SIM;SIM
40269711000180;SIM;SIM
40279436000186;SIM;NÃO
40279884000180;SIM;NÃO
40289378000171;NÃO;NÃO
40292015000195;SIM;SIM
40326094000108;SIM;SIM
40348125000121;SIM;SIM
40352587000112;SIM;SIM
40390224000171;SIM;SIM
40426561000171;NÃO;NÃO
40441076000177;SIM;SIM
40463241000191;SIM;SIM
40469203000146;SIM;NÃO
40476917000181;SIM;NÃO
40514726000167;SIM;SIM
40532530000103;SIM;SIM
40541452000103;SIM;SIM
40549832000186;SIM;SIM
40560258000167;SIM;SIM
40566285000147;SIM;NÃO
